Date,Adj Close,Nor_Adj_Close,RSI,MACD_Histogram,VWAP,Bollinger_Band_Width,50_day_MA,20_day_MA,9_day_MA,Skewness,Kurtosis,dynamic_rolling_variances,CDF
2013-04-02,5748.10009765625,5748.10009765625,31.955411054342775,-2.3827512094791956,5868.659259356646,427.17491844684446,5873.630009765625,5779.787548828125,5684.550021701389,0.09820114538158287,-0.779152657059786,4.5755376895148064e-05,0.5891854421524132
2013-04-03,5672.89990234375,5672.89990234375,29.391651161044322,-2.1713743035723,5865.338319984507,431.86513307031964,5865.44201171875,5778.507543945312,5676.433322482639,0.06334874903320888,-0.9691225415196278,7.509298215821583e-05,0.37843716497548585
2013-04-04,5574.75,5574.75,27.72180608523611,-7.710269594647073,5860.631901501349,468.6080589129124,5855.96701171875,5768.032543945313,5663.138888888889,-0.03572798614936041,-0.9197426874412575,0.00011585415240216992,0.33661449857924186
2013-04-05,5553.25,5553.25,19.556652140262543,-11.65377509029291,5855.293808377352,503.3121676689352,5845.946015625,5754.7650390625,5651.416666666667,0.10714393726308825,-0.7354847998913772,9.266518424023431e-05,0.476688607730711
2013-04-08,5542.9501953125,5542.9501953125,20.469411446682727,-13.649264485692655,5851.5737290837105,526.1784893032782,5836.418017578125,5738.74755859375,5639.372233072917,0.21054884238824173,-0.39563941264384095,7.269000079370567e-05,0.49848553227740444
2013-04-09,5495.10009765625,5495.10009765625,20.091448099983268,-16.68443081551382,5846.063351419947,531.2614062241028,5824.827021484375,5716.217553710938,5623.95556640625,0.12283593877510438,-0.4599540513174607,6.392394142511398e-05,0.4236196901418968
2013-04-10,5558.7001953125,5558.7001953125,32.75624526737424,-13.061619781949162,5841.206012486254,503.8586793994291,5814.505029296875,5697.03505859375,5614.744466145833,0.22933631970240445,-0.6576438014348458,0.00010322480509843554,0.6468304542813443
2013-04-11,5594.0,5594.0,40.4689616299907,-7.231919773305066,5836.674567237121,467.78371200691436,5805.38703125,5681.030053710938,5604.905598958333,0.07673053400149975,-0.9431996650393417,9.591601504237196e-05,0.590153137157798
2013-04-12,5528.5498046875,5528.5498046875,38.30186924415993,-6.737733638801075,5831.9761739222495,457.8557225921304,5794.84302734375,5664.897534179688,5585.36669921875,0.07470442987313212,-0.9733096955420404,0.00010641215350170386,0.38172833291906755
2013-04-15,5568.39990234375,5568.39990234375,42.95779201936709,-2.8782749338528646,5827.382101474857,403.02979219688314,5785.516025390625,5647.87001953125,5565.400010850694,0.030667595615418125,-0.9647460199952951,0.00010166474839120401,0.6034658427009354
2013-04-16,5688.9501953125,5688.9501953125,53.981218119737484,8.044810324580311,5824.471511905773,346.2725569709419,5779.31703125,5638.687524414063,5567.183376736111,0.41646625885863214,-0.07965621463846384,0.00017462563363568448,0.7556319054679963
2013-04-17,5688.7001953125,5688.7001953125,53.44047217369531,15.095105446979488,5822.262610521025,297.60790890208045,5773.34603515625,5631.360034179687,5579.844509548611,0.3241172103353438,-0.058741111129396284,0.00012781229838418679,0.5131125155430792
2013-04-18,5783.10009765625,5783.10009765625,56.81280573378424,25.354353469556948,5821.123128779353,311.19811413241223,5769.8700390625,5633.217529296875,5605.383409288194,0.2587547269572791,-0.27988981665214574,0.0001286918242490985,0.7081309451116697
2013-04-22,5834.39990234375,5834.39990234375,58.4701546668567,34.27876902532126,5821.150833135556,356.30103252592926,5767.374033203125,5640.217529296875,5637.766710069444,0.05031509689267424,-0.2787285634038117,9.997476758591359e-05,0.6201479212166823
2013-04-23,5836.89990234375,5836.89990234375,56.11400308487163,38.70628706215249,5821.194576618964,397.3674048289613,5765.33603515625,5649.125024414063,5675.744466145833,-0.0352231522318824,-0.09795141489343262,8.362268151206486e-05,0.5139904566808531
2013-04-25,5916.2998046875,5916.2998046875,66.66209849992546,44.90249169957345,5822.798671595737,463.7374570524753,5765.59203125,5662.372509765625,5715.477756076389,-0.17870203911405244,-0.3605669616912701,7.60443511153473e-05,0.6783281809041636
2013-04-26,5871.4501953125,5871.4501953125,71.90964159515397,43.85080411745682,5823.626504998115,498.800261516466,5765.064033203125,5674.252514648438,5746.305555555556,-0.1402453343278483,-0.533608308321134,0.00010758186048204048,0.4057134768081342
2013-04-29,5904.10009765625,5904.10009765625,75.48858311428947,43.15730224023389,5824.516627551488,538.0435813963613,5764.69603515625,5687.377514648438,5788.033365885417,-0.20406944817732622,-0.5474213302328432,8.357152632228185e-05,0.5811993498200371
2013-04-30,5930.2001953125,5930.2001953125,77.50160552717468,42.20830128274274,5825.984089513983,580.1222738969445,5764.64103515625,5699.760034179688,5828.2333984375,-0.16751700834155486,-0.5031097478085016,5.345771108846847e-05,0.565955548533339
2013-05-02,5999.35009765625,5999.35009765625,84.75910054149534,43.80004335639991,5828.395794716433,639.0956419117374,5766.689033203125,5714.507543945312,5862.722276475694,-0.23825141053304633,-0.6605620291511989,5.221502707112239e-05,0.6610505408880525
2013-05-03,5944.0,5944.0,76.8651523198649,38.85570388593088,5830.234847190167,670.990366894901,5767.82103515625,5724.3025390625,5891.088921440973,-0.043229027713669606,-0.880139244808607,8.838248171839278e-05,0.3747306963597995
